1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,1.18234e-14,1.98071e-06
15,0.106183,0.115888
16,0.380648,0.40503
17,0.532283,0.55655
18,0.629742,0.638851
19,0.699735,0.691104
20,0.675757,0.668008
21,0.608893,0.588715
22,0.47986,0.474301
23,0.477377,0.48112
24,0.557751,0.573757
25,0.551407,0.56681
26,0.486051,0.482484
27,0.578502,0.560337
28,0.639993,0.639788
29,0.630987,0.625239
30,0.647851,0.64599
31,0.734363,0.728331
32,0.74537,0.737016
33,0.701238,0.70701
34,0.708294,0.717927
35,0.706905,0.72641
36,0.662897,0.672275
37,0.661275,0.674715
38,0.664612,0.676495
39,0.60999,0.623239
40,0.631086,0.625867
41,0.611138,0.610659
42,0.576691,0.580122
43,0.561307,0.564582
44,0.562766,0.571552
45,0.600951,0.602264
46,0.601658,0.602874
47,0.588348,0.584963
48,0.62917,0.631037
49,0.624117,0.630889
50,0.601609,0.610946
51,0.663571,0.66119
52,0.673799,0.652198
53,0.656826,0.639844
54,0.673077,0.658057
55,0.691751,0.675388
56,0.6857,0.677977
57,0.659338,0.654407
58,0.690182,0.677977
59,0.687459,0.684851
60,0.680478,0.684524
61,0.699768,0.713554
62,0.761057,0.799741
63,0.797371,0.82884
64,0.835643,0.858701
65,0.754921,0.777858
66,0.676337,0.703868
67,0.669324,0.693143
68,0.638526,0.662148
69,0.651685,0.683442
70,0.652048,0.668477
71,0.644532,0.669783
72,0.700257,0.720976
73,0.706844,0.715562
74,0.708875,0.714612
75,0.717474,0.723739
76,0.694306,0.693765
77,0.735696,0.73105
78,0.759993,0.75987
79,0.768629,0.745506
80,0.787218,0.776263
81,0.777311,0.766034
82,0.823088,0.800611
83,0.768188,0.740192
84,0.739086,0.730159
85,0.753094,0.756021
86,0.756438,0.768806
87,0.775989,0.777919
88,0.754272,0.760879
89,0.740598,0.75987
90,0.761474,0.783094
91,0.757875,0.758568
92,0.769287,0.753623
93,0.776278,0.746711
94,0.789587,0.788174
95,0.798486,0.807902
96,0.789236,0.81287
97,0.791747,0.804458
98,0.807604,0.823615
99,0.798424,0.797986
100,0.745137,0.759745
101,0.767139,0.771629
102,0.729122,0.732389
103,0.759396,0.722463
104,0.7928,0.760759
105,0.755069,0.715785
106,0.754567,0.716512
107,0.768728,0.731415
108,0.749756,0.703769
109,0.786036,0.752758
110,0.80964,0.767708
111,0.830136,0.784257
112,0.816844,0.778712
113,0.837032,0.827741
114,0.805336,0.816692
115,0.813061,0.819253
116,0.84984,0.844641
117,0.835615,0.846528
118,0.824514,0.853785
119,0.806681,0.838276
120,0.754626,0.800055
121,0.744357,0.807793
122,0.759751,0.828141
123,0.763862,0.811541
124,0.768928,0.829812
125,0.777631,0.845121
126,0.755631,0.84451
127,0.799176,0.860869
128,0.852451,0.908186
129,0.830308,0.875532
130,0.866116,0.899875
