1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,-8.04664e-08,2.67164e-15
27,-4.83169e-16,8.04611e-08
28,-0.00200634,0.00574541
29,4.99189e-10,0.011213
30,-0.00479636,0.029843
31,-0.0193167,0.0484174
32,-0.00741476,0.0445006
33,-0.0124499,0.0388512
34,-0.0275804,0.0308752
35,-0.0154947,0.0444563
36,-3.57628e-10,0.0536935
37,0.00733455,0.0801337
38,4.91738e-09,0.0898457
39,2.41399e-09,0.103212
40,5.06639e-09,0.102923
41,-2.08616e-09,0.128691
42,3.63588e-09,0.153713
43,6.31809e-09,0.152095
44,9.95398e-09,0.172935
45,-0.00097846,0.183962
46,-0.00722449,0.188468
47,-0.0123834,0.182907
48,-0.0200372,0.161948
49,-0.0307231,0.13003
50,-0.0216125,0.109826
51,5.96046e-10,0.0821132
52,0.00312294,0.0742194
53,0,0.0164986
54,-9.98378e-10,-0.0167748
55,-7.07805e-10,-0.0168118
56,-9.31323e-12,-0.00687907
57,0.000834542,0.0027118
58,-0.00356205,-1.06171e-10
59,1.16415e-10,0.0032543
60,0,0
61,0,0
62,0,0
63,-1.72295e-11,0.00187013
64,0,0
65,0,0
66,2.32831e-11,0.00242634
67,0.000398165,0.0368906
68,-1.13249e-09,0.0526301
69,-0.00193024,0.0737323
70,-0.00731344,0.0835879
71,6.55651e-10,0.0982085
72,3.51667e-09,0.120863
73,6.13928e-09,0.130503
74,0.00112015,0.165345
75,2.08616e-09,0.168928
76,-2.44379e-09,0.187942
77,5.00679e-09,0.184328
78,7.689e-09,0.19034
79,-1.54972e-09,0.181533
80,2.92063e-09,0.175355
81,9.65595e-09,0.176435
82,1.60933e-09,0.183464
83,-2.80142e-09,0.181869
84,5.36442e-10,0.191747
85,7.39098e-09,0.197705
86,2.98023e-09,0.205256
87,4.58956e-09,0.197674
88,5.30481e-09,0.196098
89,0.000243718,0.204732
90,0.0361215,0.26754
91,0.0827657,0.339985
92,0.130637,0.404325
93,0.136372,0.411752
94,0.107612,0.395592
95,0.0918796,0.371438
96,0.105383,0.342534
97,0.111746,0.358797
98,0.182397,0.41033
99,0.257572,0.476599
100,0.337077,0.539937
101,0.417451,0.608463
102,0.493338,0.660814
103,0.584325,0.737123
104,0.676075,0.777269
105,0.754862,0.829941
106,0.804136,0.845104
107,0.799107,0.843061
108,0.769108,0.78647
109,0.745719,0.719687
110,0.723495,0.647851
111,0.661623,0.566368
112,0.624603,0.530213
113,0.610898,0.521061
114,0.554662,0.476826
