1,125,1.7547,0.937838,0
1,123,2.45257,0.195257,0
1,114,3.08406,-1.63442,0
1,125,1.75446,0.93743,0
1,123,2.44987,0.195029,0
1,114,3.08467,-1.63478,0
2,125,1.75392,0.937385,0
2,123,2.45131,0.195164,0
2,114,3.08551,-1.63519,0
2,125,1.75368,0.937064,0
2,123,2.45191,0.195213,0
2,114,3.0847,-1.63478,0
3,125,1.75496,0.937866,0
3,123,2.4513,0.195151,0
3,114,3.08275,-1.63376,0
4,125,1.75545,0.938124,0
4,123,2.45154,0.195173,0
4,114,3.08453,-1.6347,0
4,125,1.75342,0.937056,0
4,123,2.45114,0.195123,0
4,114,3.08569,-1.6353,0
5,125,1.75418,0.937333,0
5,123,2.45143,0.19516,0
5,114,3.08506,-1.63498,0
6,125,1.75097,0.936848,0
6,123,2.45822,0.19668,0
6,114,3.08293,-1.63306,0
6,125,1.74778,0.925215,0
6,123,2.46278,0.179656,0
6,114,3.07537,-1.65236,0
7,125,1.7431,0.921827,0
7,123,2.43903,0.174743,0
7,114,3.07306,-1.65696,0
7,125,1.73783,0.920421,0
7,123,2.43229,0.172741,0
7,114,3.07209,-1.66172,0
8,125,1.70576,0.924883,0
8,123,2.39461,0.176177,0
8,114,3.03569,-1.65825,0
8,123,2.40065,0.201438,0
8,114,2.99922,-1.63678,0
10,114,2.89972,-1.44864,0
10,123,2.22525,0.427555,0
10,114,2.84687,-1.38743,0
11,123,2.10696,0.456545,0
11,114,2.77166,-1.35268,0
12,123,2.03537,0.463782,0
12,114,2.70473,-1.34084,0
13,123,1.92776,0.449695,0
13,114,2.60311,-1.35167,0
13,123,1.85082,0.412965,0
14,123,1.79896,0.372843,0
15,123,1.75004,0.318383,0
17,123,1.4307,0.00756393,0
18,123,1.35741,-0.025679,0
18,123,1.30587,-0.0415604,0
19,123,1.24943,-0.043667,0
20,123,1.20796,-0.0373297,0
20,8,5.95414,-2.69629,0
20,123,1.15392,-0.0148429,0
21,123,1.10233,0.0102164,0
26,134,1.19228,0.353611,0
26,134,1.18471,0.408004,0
27,134,1.18046,0.43443,0
27,134,1.17497,0.467216,0
28,134,1.16989,0.500103,0
28,134,1.1656,0.555023,0
29,134,1.16262,0.613404,0
35,114,1.22168,0.169138,0
36,114,1.19185,0.196623,0
36,114,1.16955,0.222265,0
36,114,1.13474,0.23869,0
37,124,3.92713,-0.71678,0
37,126,4.32082,0.523845,0
37,114,1.06166,0.244073,0
37,12,4.16816,0.0520895,0
37,126,4.27342,0.498287,0
37,114,1.01279,0.235949,0
38,114,0.969898,0.228086,0
38,126,4.23882,0.474372,0
38,12,4.06287,0.00244659,0
38,124,3.8229,-0.810083,0
38,114,0.910575,0.214564,0
38,126,4.16972,0.429184,0
39,124,3.85994,-0.839062,0
39,114,0.873259,0.210089,0
39,126,4.15849,0.416974,0
39,12,3.97783,-0.0552339,0
39,124,3.85266,-0.846411,0
39,114,0.839586,0.209058,0
39,126,4.13208,0.412986,0
39,12,3.93468,-0.059754,0
40,124,3.85549,-0.848741,0
40,114,0.797762,0.212584,0
40,126,4.09934,0.421407,0
40,12,3.8896,-0.0525792,0
40,124,3.84403,-0.837914,0
40,114,0.773298,0.218473,0
40,126,4.05331,0.434282,0
40,12,3.85666,-0.0384967,0
40,124,3.81448,-0.81686,0
40,114,0.751723,0.226449,0
40,126,4.03034,0.455484,0
40,12,3.83465,-0.017951,0
41,124,3.76644,-0.785593,0
41,114,0.730157,0.237365,0
41,126,4.01201,0.48596,0
41,114,0.697957,0.257938,0
42,114,0.674978,0.274306,0
43,114,0.625656,0.320291,0
44,124,3.56837,-0.470385,0
44,126,3.84206,0.802418,0
44,127,4.90905,1.89547,0
49,16,2.22326,-1.40173,0
49,70,1.73498,-0.221494,0
49,16,2.20017,-1.35169,0
49,70,1.69415,-0.169915,0
50,16,2.16952,-1.30404,0
50,70,1.65708,-0.125019,0
50,174,2.32706,-1.51345,0
50,16,2.13891,-1.26473,0
50,70,1.61379,-0.0868845,0
50,174,2.28735,-1.47229,0
50,16,2.10385,-1.2272,0
50,70,1.57057,-0.0520514,0
51,174,2.24106,-1.4251,0
51,16,2.04829,-1.17751,0
51,70,1.50615,-0.00688157,0
51,174,2.20348,-1.39339,0
51,16,2.02369,-1.14848,0
51,70,1.46027,0.0279338,0
52,174,2.16311,-1.36523,0
52,16,1.98806,-1.11977,0
52,70,1.40736,0.0568343,0
52,174,2.12003,-1.33198,0
52,16,1.93453,-1.08953,0
52,70,1.35804,0.0791276,0
53,174,2.0758,-1.3033,0
53,16,1.87984,-1.05644,0
53,70,1.30948,0.103773,0
53,174,2.02884,-1.29014,0
53,16,1.82328,-1.037,0
53,70,1.2414,0.12092,0
53,174,1.99591,-1.27377,0
53,16,1.7879,-1.02007,0
53,70,1.20738,0.132137,0
54,174,1.97332,-1.27085,0
54,16,1.76617,-1.01907,0
54,70,1.17866,0.134343,0
54,174,1.96281,-1.27296,0
54,16,1.74442,-1.01568,0
54,70,1.1569,0.137566,0
55,16,1.72118,-1.01474,0
55,70,1.13033,0.138632,0
55,16,1.68721,-1.01803,0
55,70,1.08615,0.139989,0
56,16,1.65945,-1.02421,0
56,70,1.05114,0.13816,0
56,16,1.61148,-1.02288,0
56,70,1.00774,0.134155,0
56,70,0.962331,0.12466,0
57,70,0.91722,0.110772,0
57,70,0.870435,0.0948861,0
58,70,0.833166,0.0813413,0
58,70,0.80101,0.0661686,0
58,70,0.769142,0.0502077,0
59,70,0.748092,0.0339555,0
59,70,0.731923,0.0120245,0
60,70,0.713982,-0.0117284,0
60,70,0.699289,-0.028263,0
60,70,0.698527,-0.0460494,0
61,70,0.699233,-0.0713198,0
61,70,0.69692,-0.102912,0
61,70,0.682342,-0.132753,0
62,70,0.673282,-0.16249,0
68,126,2.67639,1.06757,0
68,127,3.90061,2.02968,0
69,126,2.66371,1.04211,0
69,127,3.88398,1.99327,0
69,126,2.63285,0.988969,0
69,127,3.84659,1.91814,0
70,126,2.60826,0.945334,0
70,126,2.57194,0.874211,0
70,127,3.78866,1.76533,0
71,126,2.53747,0.825102,0
71,127,3.76071,1.70158,0
71,126,2.5027,0.772132,0
