1,12,3.58798,0.603938,0
1,13,5.57625,-1.05532,0
3,12,3.58708,0.6038,0
3,13,5.56732,-1.05343,0
4,12,3.58541,0.603523,0
4,13,5.57595,-1.0552,0
5,12,3.5862,0.603649,0
5,13,5.57464,-1.05504,0
7,12,3.58462,0.603338,0
7,13,5.56876,-1.05382,0
8,12,3.58635,0.60365,0
8,13,5.58529,-1.05806,0
10,12,3.58541,0.603491,0
10,13,5.57086,-1.05431,0
11,12,3.58564,0.6035,0
11,13,5.57789,-1.05568,0
12,12,3.58633,0.603659,0
12,13,5.57802,-1.05572,0
14,12,3.58606,0.603607,0
14,13,5.57228,-1.05442,0
15,11,8.28863,-0.00269801,0
15,12,3.58472,0.604812,0
15,13,5.44046,-1.02564,0
17,12,3.5589,0.619899,0
17,13,5.53894,-1.02986,0
18,12,3.43629,0.699163,0
18,13,5.45852,-0.925411,0
19,11,7.94213,0.317664,0
19,12,3.2613,0.764076,0
19,13,5.26865,-0.828742,0
21,11,7.81683,0.307418,0
21,12,3.08885,0.761126,0
21,13,5.09902,-0.836262,0
22,11,7.64572,0.275864,0
22,12,2.89625,0.750207,0
22,13,4.91624,-0.860696,0
23,11,7.46619,0.260368,0
23,12,2.73779,0.747322,0
23,13,4.75263,-0.868244,0
25,11,7.31031,0.26556,0
25,12,2.59731,0.752611,0
25,13,4.61858,-0.86446,0
26,11,7.19095,0.325145,0
26,12,2.43728,0.779158,0
26,13,4.44524,-0.822993,0
27,11,7.05682,0.320687,0
27,12,2.29158,0.780269,0
27,13,4.28957,-0.824165,0
29,11,6.87105,0.233049,0
29,12,2.12858,0.751248,0
29,13,4.12471,-0.879245,0
30,11,6.68589,0.201666,0
30,12,1.9494,0.74298,0
30,13,3.93469,-0.897088,0
31,11,6.51432,0.197487,0
31,12,1.76921,0.74491,0
31,13,3.74359,-0.897049,0
33,11,6.32489,0.219345,0
33,12,1.56894,0.757221,0
33,13,3.53145,-0.882594,0
34,11,6.11135,0.240443,0
34,13,3.31333,-0.866404,0
35,11,5.92927,0.290138,0
35,13,3.13392,-0.835218,0
37,11,5.73432,0.330841,0
37,13,2.9234,-0.809474,0
38,11,5.56453,0.367337,0
38,13,2.75339,-0.786282,0
39,11,5.37289,0.425039,0
39,13,2.55094,-0.751703,0
41,11,5.18614,0.463217,0
41,13,2.36348,-0.729444,0
42,11,5.00105,0.472046,0
42,13,2.18195,-0.722928,0
43,11,4.83235,0.47318,0
43,13,2.00611,-0.719113,0
45,11,4.66546,0.48188,0
46,11,4.49682,0.519205,0
48,11,4.31988,0.534311,0
49,11,4.14381,0.563593,0
50,11,3.95981,0.592336,0
52,11,3.74626,0.604928,0
53,10,8.29215,0.262269,0
53,11,3.55364,0.592808,0
55,10,8.10058,0.18698,0
55,11,3.35727,0.561051,0
56,11,3.13417,0.518678,0
57,10,7.77805,0.0233015,0
57,11,2.95974,0.492758,0
57,14,9.02418,-1.45638,0
59,10,7.55681,-0.00518108,0
59,11,2.76456,0.484053,0
60,10,7.34948,-0.0649741,0
60,11,2.56265,0.463112,0
60,14,8.61501,-1.55655,0
61,10,7.16103,-0.11257,0
61,11,2.36273,0.446209,0
63,10,7.00189,-0.099012,0
63,11,2.15635,0.457463,0
63,14,8.23584,-1.60262,0
64,10,6.75754,0.0315347,0
64,11,1.92838,0.508892,0
64,14,8.0185,-1.45494,0
66,10,6.48276,0.170748,0
66,11,1.68939,0.562392,0
67,10,6.21992,0.264406,0
67,11,1.44215,0.599973,0
67,14,7.53537,-1.18714,0
69,10,6.02768,0.377557,0
69,11,1.22811,0.637037,0
69,14,7.27764,-1.04954,0
70,10,5.80029,0.538561,0
70,14,7.11758,-0.869414,0
72,10,5.58645,0.681503,0
72,14,6.68706,-0.677459,0
73,10,5.41004,0.786116,0
73,14,6.69904,-0.577587,0
75,10,5.19159,0.810863,0
75,14,6.47441,-0.554866,0
76,10,4.9374,0.852678,0
76,14,6.20747,-0.508716,0
78,10,4.70503,0.861357,0
78,14,5.9671,-0.500091,0
80,10,4.45448,0.829627,0
80,14,5.71608,-0.542657,0
81,10,4.19263,0.785303,0
81,14,5.45116,-0.600104,0
83,10,3.93404,0.758815,0
83,14,5.19146,-0.63741,0
84,10,3.67231,0.709664,0
84,14,4.92784,-0.706534,0
86,9,8.16521,0.504195,0
86,10,3.42184,0.670827,0
86,14,4.68044,-0.759218,0
87,10,3.20116,0.667964,0
87,14,4.4514,-0.764821,0
89,10,2.93964,0.684326,0
89,14,4.18937,-0.747761,0
90,9,7.43044,0.622441,0
90,10,2.65448,0.735727,0
90,14,3.90064,-0.681413,0
92,9,7.23597,0.739787,0
92,10,2.43658,0.785767,0
92,14,3.67596,-0.613984,0
94,9,6.9631,0.681579,0
94,10,2.18213,0.770062,0
94,14,3.40551,-0.640468,0
95,9,6.70517,0.518324,0
95,10,1.93105,0.714055,0
95,14,3.14761,-0.725534,0
98,7,9.17596,-1.07594,0
98,9,6.40985,0.526675,0
98,10,1.6103,0.72302,0
98,14,2.80973,-0.717987,0
99,7,8.81721,-0.842299,0
99,9,6.02258,0.702097,0
