1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,5.45697e-14,2.71294e-06
30,0.0355606,0.0232034
31,0.152725,0.14544
32,0.389208,0.396152
33,0.432873,0.455034
34,0.455856,0.480083
35,0.472298,0.524269
36,0.511146,0.566059
37,0.69267,0.65497
38,0.659595,0.510427
39,0.466665,0.289702
40,0.207709,-0.00342599
41,0.19041,-0.0537697
42,0.198557,-0.0827274
43,0.210955,-0.09719
44,0.210906,-0.0936913
45,0.206802,-0.122477
46,0.228384,-0.158524
47,0.231098,-0.176232
48,0.220345,-0.130687
49,0.181816,-0.0310369
50,0.106615,0.00561169
51,0.0764696,0.00347827
52,0.197244,0.131601
53,0.509126,0.432417
54,0.663364,0.649689
55,0.630151,0.680243
56,0.600766,0.692292
57,0.641393,0.722158
58,0.65615,0.700307
59,0.607938,0.636776
60,0.571768,0.580938
61,0.644081,0.647911
62,0.660327,0.648778
63,0.623677,0.624261
64,0.638191,0.645059
65,0.64069,0.662637
66,0.646833,0.649079
67,0.644532,0.619325
68,0.640188,0.602648
69,0.61444,0.585201
70,0.6166,0.609461
71,0.653971,0.639088
72,0.654179,0.632765
73,0.671356,0.645259
74,0.66066,0.645889
75,0.648222,0.629093
76,0.64408,0.638526
77,0.655209,0.640689
78,0.659903,0.644474
79,0.61805,0.609086
80,0.603404,0.600203
81,0.599315,0.586931
82,0.600999,0.571373
83,0.589846,0.557314
84,0.582781,0.558823
85,0.600203,0.578675
86,0.577803,0.555181
87,0.593028,0.570719
88,0.605769,0.586793
89,0.587621,0.574165
90,0.607478,0.615214
91,0.631332,0.644958
92,0.629121,0.630752
93,0.623967,0.630038
94,0.611647,0.634816
95,0.630544,0.632963
96,0.591331,0.595206
97,0.601752,0.594417
98,0.646913,0.649334
99,0.680424,0.677652
100,0.701906,0.699008
101,0.681173,0.688566
102,0.677341,0.685538
103,0.668685,0.675394
104,0.663237,0.679677
105,0.674245,0.697817
106,0.661779,0.677553
107,0.65619,0.659338
108,0.62655,0.622365
109,0.60086,0.602412
110,0.599885,0.606985
111,0.602884,0.613476
112,0.617038,0.622938
113,0.603262,0.602459
114,0.607069,0.601803
115,0.617704,0.617518
116,0.599829,0.597593
117,0.594182,0.587529
118,0.591361,0.589617
119,0.554273,0.547871
120,0.561395,0.56025
121,0.581274,0.579537
122,0.558287,0.579354
123,0.570674,0.570971
124,0.586564,0.584997
125,0.554888,0.555256
126,0.525935,0.519589
127,0.50253,0.486962
128,0.529059,0.500277
129,0.539603,0.494378
130,0.523412,0.481316
131,0.526487,0.503478
132,0.540356,0.533876
133,0.570276,0.593254
134,0.572534,0.613294
135,0.565618,0.605371
136,0.571542,0.603688
